COMMAND     PID       USER   FD      TYPE             DEVICE  SIZE/OFF       NODE NAME
system_se  2029     system  102       ???                ???       ???        ??? /dev/alarm
system_se  2029     system  103       ???                ???       ???        ??? pipe:[3227]
system_se  2029     system  104       ???                ???       ???        ??? anon_inode:[eventpoll]
system_se  2029     system  105       ???                ???       ???        ??? anon_inode:inotify
system_se  2029     system  106       ???                ???       ???        ??? pipe:[3228]
system_se  2029     system  107       ???                ???       ???        ??? pipe:[3228]
system_se  2029     system  108       ???                ???       ???        ??? pipe:[3229]
system_se  2029     system  109       ???                ???       ???        ??? pipe:[3229]
system_se  2029     system  110       ???                ???       ???        ??? anon_inode:[eventpoll]
system_se  2029     system  111       ???                ???       ???        ??? pipe:[2497]
system_se  2029     system  112       ???                ???       ???        ??? pipe:[2497]
system_se  2029     system  113       ???                ???       ???        ??? anon_inode:[eventpoll]
system_se  2029     system  114       ???                ???       ???        ??? /dev/ashmem
system_se  2029     system  115       ???                ???       ???        ??? /dev/ashmem
system_se  2029     system  116       ???                ???       ???        ??? /dev/ashmem
system_se  2029     system  117       ???                ???       ???        ??? /dev/ashmem
system_se  2029     system  118       ???                ???       ???        ??? socket:[3231]
system_se  2029     system  119       ???                ???       ???        ??? pipe:[3232]
system_se  2029     system  120       ???                ???       ???        ??? pipe:[3232]
system_se  2029     system  121       ???                ???       ???        ??? anon_inode:[eventpoll]
system_se  2029     system  122       ???                ???       ???        ??? pipe:[3233]
system_se  2029     system  123       ???                ???       ???        ??? /dev/input/event7
system_se  2029     system  124       ???                ???       ???        ??? pipe:[3233]
system_se  2029     system  125       ???                ???       ???        ??? anon_inode:[eventpoll]
system_se  2029     system  126       ???                ???       ???        ??? pipe:[3234]
system_se  2029     system  127       ???                ???       ???        ??? pipe:[3234]
system_se  2029     system  128       ???                ???       ???        ??? anon_inode:[eventpoll]
system_se  2029     system  129       ???                ???       ???        ??? pipe:[3235]
system_se  2029     system  130       ???                ???       ???        ??? pipe:[3235]
system_se  2029     system  131       ???                ???       ???        ??? anon_inode:[eventpoll]
system_se  2029     system  132       ???                ???       ???        ??? /dev/input/event1
system_se  2029     system  133       ???                ???       ???        ??? /dev/ashmem
system_se  2029     system  134       ???                ???       ???        ??? anon_inode:[eventpoll]
system_se  2029     system  135       ???                ???       ???        ??? /dev/ashmem
system_se  2029     system  136       ???                ???       ???        ??? /dev/input/event3
system_se  2029     system  137       ???                ???       ???        ??? /dev/input/event2
system_se  2029     system  138       ???                ???       ???        ??? /dev/input/event0
system_se  2029     system  139       ???                ???       ???        ??? pipe:[3242]
system_se  2029     system  140       ???                ???       ???        ??? pipe:[3242]
system_se  2029     system  141       ???                ???       ???        ??? anon_inode:[eventpoll]
system_se  2029     system  142       ???                ???       ???        ??? socket:[3243]
system_se  2029     system  143       ???                ???       ???        ??? pipe:[3246]
system_se  2029     system  144       ???                ???       ???        ??? pipe:[3246]
system_se  2029     system  145       ???                ???       ???        ??? anon_inode:[eventpoll]
system_se  2029     system  146       ???                ???       ???        ??? pipe:[3247]
system_se  2029     system  147       ???                ???       ???        ??? pipe:[3247]
system_se  2029     system  148       ???                ???       ???        ??? anon_inode:[eventpoll]
system_se  2029     system  149       ???                ???       ???        ??? pipe:[3248]
system_se  2029     system  150       ???                ???       ???        ??? pipe:[3248]
system_se  2029     system  151       ???                ???       ???        ??? anon_inode:[eventpoll]
system_se  2029     system  152       ???                ???       ???        ??? pipe:[3249]
system_se  2029     system  153       ???                ???       ???        ??? pipe:[3249]
system_se  2029     system  154       ???                ???       ???        ??? anon_inode:[eventpoll]
system_se  2029     system  155       ???                ???       ???        ??? pipe:[3251]
system_se  2029     system  156       ???                ???       ???        ??? pipe:[3251]
system_se  2029     system  157       ???                ???       ???        ??? anon_inode:[eventpoll]
system_se  2029     system  158       ???                ???       ???        ??? /data/data/com.android.providers.settings/databases/settings.db-wal
system_se  2029     system  159       ???                ???       ???        ??? pipe:[3256]
system_se  2029     system  160       ???                ???       ???        ??? pipe:[3256]
system_se  2029     system  161       ???                ???       ???        ??? anon_inode:[eventpoll]
system_se  2029     system  162       ???                ???       ???        ??? pipe:[3257]
system_se  2029     system  163       ???                ???       ???        ??? pipe:[3257]
system_se  2029     system  164       ???                ???       ???        ??? anon_inode:[eventpoll]
system_se  2029     system  165       ???                ???       ???        ??? pipe:[3258]
system_se  2029     system  166       ???                ???       ???        ??? pipe:[3258]
system_se  2029     system  167       ???                ???       ???        ??? anon_inode:[eventpoll]
system_se  2029     system  168       ???                ???       ???        ??? socket:[3259]
system_se  2029     system  169       ???                ???       ???        ??? socket:[3293]
system_se  2029     system  170       ???                ???       ???        ??? pipe:[2554]
system_se  2029     system  171       ???                ???       ???        ??? socket:[2553]
system_se  2029     system  172       ???                ???       ???        ??? pipe:[2554]
system_se  2029     system  173       ???                ???       ???        ??? anon_inode:[eventpoll]
system_se  2029     system  174       ???                ???       ???        ??? pipe:[2555]
system_se  2029     system  175       ???                ???       ???        ??? pipe:[2555]
system_se  2029     system  176       ???                ???       ???        ??? anon_inode:[eventpoll]
system_se  2029     system  177       ???                ???       ???        ??? pipe:[2556]
system_se  2029     system  178       ???                ???       ???        ??? pipe:[2556]
system_se  2029     system  179       ???                ???       ???        ??? anon_inode:[eventpoll]
system_se  2029     system  180       ???                ???       ???        ??? socket:[2557]
system_se  2029     system  181       ???                ???       ???        ??? socket:[2558]
system_se  2029     system  182       ???                ???       ???        ??? /dev/ashmem
system_se  2029     system  183       ???                ???       ???        ??? pipe:[2559]
system_se  2029     system  184       ???                ???       ???        ??? pipe:[2559]
system_se  2029     system  185       ???                ???       ???        ??? pipe:[2560]
system_se  2029     system  186       ???                ???       ???        ??? pipe:[2560]
system_se  2029     system  187       ???                ???       ???        ??? pipe:[3343]
system_se  2029     system  188       ???                ???       ???        ??? pipe:[3343]
system_se  2029     system  189       ???                ???       ???        ??? /system/fonts/AndroidClock_Highlight.ttf
system_se  2029     system  190       ???                ???       ???        ??? pipe:[3344]
system_se  2029     system  191       ???                ???       ???        ??? pipe:[3344]
system_se  2029     system  192       ???                ???       ???        ??? anon_inode:[eventpoll]
system_se  2029     system  193       ???                ???       ???        ??? /system/fonts/AndroidClock.ttf
system_se  2029     system  194       ???                ???       ???        ??? socket:[3345]
system_se  2029     system  195       ???                ???       ???        ??? /dev/ump
system_se  2029     system  196       ???                ???       ???        ??? socket:[3382]
system_se  2029     system  197       ???                ???       ???        ??? anon_inode:inotify
system_se  2029     system  198       ???                ???       ???        ??? /dev/mali
system_se  2029     system  199       ???                ???       ???        ??? /dev/ashmem
system_se  2029     system  200       ???                ???       ???        ??? /data/app/com.vonglasow.michael.satstat-2.apk
system_se  2029     system  201       ???                ???       ???        ??? /dev/ashmem
system_se  2029     system  202       ???                ???       ???        ??? pipe:[2948]
system_se  2029     system  203       ???                ???       ???        ??? /data/system/xprivacy/usage.db
system_se  2029     system  204       ???                ???       ???        ??? pipe:[2809]
system_se  2029     system  205       ???                ???       ???        ??? pipe:[2810]
system_se  2029     system  206       ???                ???       ???        ??? pipe:[2948]
system_se  2029     system  209       ???                ???       ???        ??? /system/app/Calendar.apk
system_se  2029     system  210       ???                ???       ???        ??? pipe:[2930]
system_se  2029     system  211       ???                ???       ???        ??? pipe:[2931]
system_se  2029     system  212       ???                ???       ???        ??? anon_inode:[eventpoll]
system_se  2029     system  213       ???                ???       ???        ??? /dev/ashmem
system_se  2029     system  214       ???                ???       ???        ??? /dev/ashmem
system_se  2029     system  215       ???                ???       ???        ??? /dev/ashmem
system_se  2029     system  216       ???                ???       ???        ??? /dev/ashmem
system_se  2029     system  217       ???                ???       ???        ??? /dev/ashmem
system_se  2029     system  218       ???                ???       ???        ??? /dev/ashmem
system_se  2029     system  219       ???                ???       ???        ??? /dev/ashmem
system_se  2029     system  220       ???                ???       ???        ??? /dev/ashmem
system_se  2029     system  221       ???                ???       ???        ??? socket:[3383]
system_se  2029     system  222       ???                ???       ???        ??? pipe:[3536]
system_se  2029     system  223       ???                ???       ???        ??? pipe:[3429]
system_se  2029     system  224       ???                ???       ???        ??? pipe:[3429]
system_se  2029     system  225       ???                ???       ???        ??? /dev/ashmem
system_se  2029     system  226       ???                ???       ???        ??? pipe:[3536]
system_se  2029     system  227       ???                ???       ???        ??? anon_inode:[eventpoll]
system_se  2029     system  229       ???                ???       ???        ??? /dev/null
system_se  2029     system  230       ???                ???       ???        ??? pipe:[2678]
system_se  2029     system  231       ???                ???       ???        ??? pipe:[2678]
system_se  2029     system  232       ???                ???       ???        ??? anon_inode:[eventpoll]
system_se  2029     system  233       ???                ???       ???        ??? /dev/null
system_se  2029     system  234       ???                ???       ???        ??? /dev/null
system_se  2029     system  235       ???                ???       ???        ??? pipe:[3447]
system_se  2029     system  236       ???                ???       ???        ??? pipe:[3447]
system_se  2029     system  237       ???                ???       ???        ??? pipe:[2680]
system_se  2029     system  238       ???                ???       ???        ??? pipe:[2680]
system_se  2029     system  239       ???                ???       ???        ??? anon_inode:[eventpoll]
system_se  2029     system  240       ???                ???       ???        ??? /dev/null
system_se  2029     system  241       ???                ???       ???        ??? /data/app/org.pocketworkstation.pckeyboard-2.apk
system_se  2029     system  242       ???                ???       ???        ??? /dev/ashmem
system_se  2029     system  243       ???                ???       ???        ??? /dev/ashmem
system_se  2029     system  244       ???                ???       ???        ??? anon_inode:[eventpoll]
system_se  2029     system  245       ???                ???       ???        ??? anon_inode:[eventpoll]
system_se  2029     system  246       ???                ???       ???        ??? /dev/ashmem
system_se  2029     system  247       ???                ???       ???        ??? pipe:[2732]
system_se  2029     system  248       ???                ???       ???        ??? pipe:[2733]
system_se  2029     system  249       ???                ???       ???        ??? pipe:[2737]
system_se  2029     system  250       ???                ???       ???        ??? pipe:[2738]
system_se  2029     system  251       ???                ???       ???        ??? socket:[4462]
system_se  2029     system  252       ???                ???       ???        ??? /dev/ashmem
system_se  2029     system  253       ???                ???       ???        ??? /dev/ashmem
system_se  2029     system  254       ???                ???       ???        ??? /dev/ashmem
system_se  2029     system  255       ???                ???       ???        ??? /data/sirf_interface_log.txt
system_se  2029     system  256       ???                ???       ???        ??? /data/SLCLog.gp2
system_se  2029     system  257       ???                ???       ???        ??? pipe:[3532]
system_se  2029     system  258       ???                ???       ???        ??? pipe:[3533]
system_se  2029     system  259       ???                ???       ???        ??? pipe:[4464]
system_se  2029     system  260       ???                ???       ???        ??? /dev/ashmem
system_se  2029     system  261       ???                ???       ???        ??? pipe:[4464]
system_se  2029     system  262       ???                ???       ???        ??? /dev/ashmem
system_se  2029     system  263       ???                ???       ???        ??? /data/BriefLog.txt
system_se  2029     system  264       ???                ???       ???        ??? /data/DetailedLog.txt
system_se  2029     system  266       ???                ???       ???        ??? pipe:[3627]
system_se  2029     system  267       ???                ???       ???        ??? pipe:[3628]
system_se  2029     system  269       ???                ???       ???        ??? /data/AGPSLog.txt
system_se  2029     system  270       ???                ???       ???        ??? /data/NVM5
system_se  2029     system  271       ???                ???       ???        ??? pipe:[8928]
system_se  2029     system  272       ???                ???       ???        ??? pipe:[8929]
system_se  2029     system  273       ???                ???       ???        ??? pipe:[9007]
system_se  2029     system  274       ???                ???       ???        ??? pipe:[9008]
system_se  2029     system  mem       ???              103:0         0          1 24929
